station	latitude	longitude	year	date	jd	tod	dtime	time	tempc	meantempf	temp	deltam1	delta2	delta3	delta4	maxtemp	mintemp	noerrors	er1	er2	er3	er4	er5	er6	er7	er8	er9	er10	dwpt	rh	wdir	wspd	stnpresskpa
Kelowna Airport	49.02999878	-119.4649963	2010	1/22/10	22	6	22.25	6:00:24 AM	-5	29.07500076	23	0	-1.799999237	3.600000381	7.200000763	39.20000076	23	0	0	0	0	0	0	0	0	0	0	0	-5.5	96	36	5	94.23000336
Kelowna Airport	49.02999878	-119.4649963	2010	1/22/10	22	7	22.29166603	7:00:24 AM	-5	29.07500076	23	0	3.600000381	7.200000763	10.79999924	39.20000076	23	0	0	0	0	0	0	0	0	0	0	0	-5.699999809	95	1	5	94.23000336
Kelowna Airport	49.02999878	-119.4649963	2010	1/22/10	22	8	22.33333397	8:00:24 AM	-6	29.07500076	21.20000076	-1.799999237	9	12.59999847	14.39999771	39.20000076	23	0	0	0	0	0	0	0	0	0	0	0	-6.699999809	95		4	94.26000214
Kelowna Airport	49.02999878	-119.4649963	2010	1/22/10	22	9	22.375	9:00:24 AM	-3	29.07500076	26.60000038	5.399999619	7.199998856	8.999998093	10.80000114	39.20000076	23	0	0	0	0	0	0	0	0	0	0	0	-3.700000048	95	7	4	94.26999664
Kelowna Airport	49.02999878	-119.4649963	2010	1/22/10	22	10	22.41666603	10:00:24 AM	-1	29.07500076	30.20000076	3.600000381	5.399997711	7.200000763	9	39.20000076	23	0	0	0	0	0	0	0	0	0	0	0	-2.400000095	90		4	94.30999756
Kelowna Airport	49.02999878	-119.4649963	2010	1/22/10	22	11	22.45833397	11:00:24 AM	1	29.07500076	33.79999924	3.599998474	3.600002289	5.400001526	5.400001526	39.20000076	23	0	0	0	0	0	0	0	0	0	0	0	-1.700000048	82		4	94.33999634
Kelowna Airport	49.02999878	-119.4649963	2010	1/22/10	22	12	22.5	12:00:24 PM	2	29.07500076	35.59999847	1.799999237	3.600002289	3.600002289	1.800003052	39.20000076	23	0	0	0	0	0	0	0	0	0	0	0	-1.799999952	76		0	94.30000305
Kelowna Airport	49.02999878	-119.4649963	2010	1/22/10	22	13	22.54166603	1:00:24 PM	3	29.07500076	37.40000153	1.800003052	1.799999237	0	-7.200000763	39.20000076	23	0	0	0	0	0	0	0	0	0	0	0	-2.299999952	68		0	94.30000305
Kelowna Airport	49.02999878	-119.4649963	2010	1/22/10	22	14	22.58333397	2:00:24 PM	4	29.07500076	39.20000076	1.799999237	-1.799999237	-9	-10.80000114	39.20000076	23	0	0	0	0	0	0	0	0	0	0	0	-1.600000024	67	36	8	94.31999969
Kelowna Airport	49.02999878	-119.4649963	2010	1/22/10	22	15	22.625	3:00:24 PM	4	29.07500076	39.20000076	0	-9	-10.80000114	-10.80000114	39.20000076	23	0	0	0	0	0	0	0	0	0	0	0	-0.800000012	71	35	9	94.34999847
Kelowna Airport	49.02999878	-119.4649963	2010	1/22/10	22	16	22.66666603	4:00:24 PM	3	29.07500076	37.40000153	-1.799999237	-9.000001907	-9.000001907	-10.80000114	39.20000076	23	0	0	0	0	0	0	0	0	0	0	0	-1.600000024	72	33	4	94.41999817
Kelowna Airport	49.02999878	-119.4649963	2010	1/22/10	22	17	22.70833397	5:00:24 PM	-1	29.07500076	30.20000076	-7.200000763	-1.800001144	-3.600000381	-1.800001144	39.20000076	23	0	0	0	0	0	0	0	0	0	0	0	-2.900000095	87	3	5	94.48000336
Kelowna Airport	49.02999878	-119.4649963	2010	1/22/10	22	18	22.75	6:00:24 PM	-2	29.07500076	28.39999962	-1.800001144	-1.799999237	0	-1.799999237	39.20000076	23	0	0	0	0	0	0	0	0	0	0	0	-3.099999905	92	36	5	94.54000092
Kelowna Airport	49.02999878	-119.4649963	2010	1/22/10	22	19	22.79166603	7:00:24 PM	-2	29.07500076	28.39999962	0	0	-1.799999237	-3.600000381	39.20000076	23	0	0	0	0	0	0	0	0	0	0	0	-3.099999905	92	2	8	94.61000061
Kelowna Airport	49.02999878	-119.4649963	2010	1/22/10	22	20	22.83333397	8:00:24 PM	-3	29.07500076	26.60000038	-1.799999237	0	-1.800001144	-1.800001144	39.20000076	23	0	0	0	0	0	0	0	0	0	0	0	-4	93	36	4	94.69000244
Kelowna Airport	49.02999878	-119.4649963	2010	1/22/10	22	21	22.875	9:00:24 PM	-2	29.07500076	28.39999962	1.799999237	-3.600000381	-3.600000381	-3.600000381	39.20000076	23	0	0	0	0	0	0	0	0	0	0	0	-3	93	1	8	94.76000214
Kelowna Airport	49.02999878	-119.4649963	2010	1/22/10	22	22	22.91666603	10:00:24 PM	-3	29.07500076	26.60000038	-1.799999237	-1.800001144	-1.800001144	-3.600000381	39.20000076	23	0	0	0	0	0	0	0	0	0	0	0	-4.099999905	92		0	94.83000183
Kelowna Airport	49.02999878	-119.4649963	2010	1/22/10	22	23	22.95833397	11:00:24 PM	-4	29.07500076	24.79999924	-1.800001144	0	-1.799999237	0	39.20000076	23	0	0	0	0	0	0	0	0	0	0	0	-4.699999809	95		0	94.91999817
Kelowna Airport	49.02999878	-119.4649963	2010	1/23/10	23	0	23	12:00:24 AM	-4	27.09090805	24.79999924	0	-1.799999237	0	0	32	23	2	0	0	0	0	0	0	0	0	0	0	-5	93	4	4	95.01000214
Kelowna Airport	49.02999878	-119.4649963	2010	1/23/10	23	1	23.04166603	1:00:24 AM	-4	27.09090805	24.79999924	0	0	0	0	32	23	2	0	0	0	0	0	0	0	0	0	0	-4.699999809	95	2	5	95.05000305
Kelowna Airport	49.02999878	-119.4649963	2010	1/23/10	23	2	23.08333397	2:00:24 AM	-5	27.09090805	23	-1.799999237	1.799999237	1.799999237	0	32	23	2	0	0	0	0	0	0	0	0	0	0	-5.699999809	95	36	11	95.12000275
Kelowna Airport	49.02999878	-119.4649963	2010	1/23/10	23	3	23.125	3:00:24 AM	-4	27.09090805	24.79999924	1.799999237	0	-1.799999237	-1.799999237	32	23	2	0	0	0	0	0	0	0	0	0	0	-4.599999905	96	2	9	95.20999908
Kelowna Airport	49.02999878	-119.4649963	2010	1/23/10	23	4	23.16666603	4:00:24 AM	-4	27.09090805	24.79999924	0	-1.799999237	-1.799999237	-5.399999619	32	23	2	0	0	0	0	0	0	0	0	0	0	-4.699999809	95	2	4	95.31999969
Kelowna Airport	49.02999878	-119.4649963	2010	1/23/10	23	5	23.20833397	5:00:24 AM	-4	27.09090805	24.79999924	0	-1.799999237	-5.399999619	0	32	23	2	0	0	0	0	0	0	0	0	0	0	-4.699999809	95	4	5	95.44000244
Kelowna Airport	49.02999878	-119.4649963	2010	1/23/10	23	6	23.25	6:00:24 AM	-5	27.09090805	23	-1.799999237	-3.600000381	1.799999237	3.600000381	32	23	2	0	0	0	0	0	0	0	0	0	0	-5.699999809	95	3	4	95.51999664
Kelowna Airport	49.02999878	-119.4649963	2010	1/23/10	23	7	23.29166603	7:00:24 AM	-5	27.09090805	23	0	1.799999237	3.600000381	5.399999619	32	23	2	0	0	0	0	0	0	0	0	0	0	-5.300000191	98	5	8	95.63999939
Kelowna Airport	49.02999878	-119.4649963	2010	1/23/10	23	8	23.33333397	8:00:24 AM	-7	27.09090805	19.39999962	-3.600000381	7.200000763	9	10.80000114	32	23	2	0	0	0	0	0	0	0	0	0	0	-7.800000191	94	36	5	95.76000214
Kelowna Airport	49.02999878	-119.4649963	2010	1/23/10	23	9	23.375	9:00:24 AM	-4	27.09090805	24.79999924	5.399999619	3.600000381	5.400001526	7.200000763	32	23	2	0	0	0	0	0	0	0	0	0	0	-4.599999905	96		4	95.87000275
Kelowna Airport	49.02999878	-119.4649963	2010	1/23/10	23	10	23.41666603	10:00:24 AM	-3	27.09090805	26.60000038	1.800001144	3.600000381	5.399999619	5.399999619	32	23	2	0	0	0	0	0	0	0	0	0	0	-3.400000095	97	35	9	95.95999908
Kelowna Airport	49.02999878	-119.4649963	2010	1/23/10	23	11	23.45833397	11:00:24 AM	-2	27.09090805	28.39999962	1.799999237	3.600000381	3.600000381	3.600000381	32	23	2	0	0	0	0	0	0	0	0	0	0	-2.799999952	94		0	96
Kelowna Airport	49.02999878	-119.4649963	2010	1/23/10	23	12	23.5	12:00:24 PM	-1	27.09090805	30.20000076	1.800001144	1.799999237	1.799999237	1.799999237	32	23	2	0	0	0	0	0	0	0	0	0	0	-2.599999905	89		0	96.04000092
Kelowna Airport	49.02999878	-119.4649963	2010	1/23/10	23	13	23.54166603	1:00:24 PM	0	27.09090805	32	1.799999237	0	0	-1.799999237	32	23	2	0	0	0	0	0	6	0	0	0	1	-2.200000048	85	31	8	96.05999756
Kelowna Airport	49.02999878	-119.4649963	2010	1/23/10	23	14	23.58333397	2:00:24 PM	0	27.09090805	32	0	0	-1.799999237	-3.600000381	32	23	2	0	0	0	0	0	0	0	0	0	0	-2.400000095	84	35	11	96.12999725
Kelowna Airport	49.02999878	-119.4649963	2010	1/23/10	23	15	23.625	3:00:24 PM	0	27.09090805	32	0	-1.799999237	-3.600000381	-3.600000381	32	23	2	0	0	0	0	0	0	0	0	0	0	-2.200000048	85	35	8	96.20999908
Kelowna Airport	49.02999878	-119.4649963	2010	1/23/10	23	16	23.66666603	4:00:24 PM	0	27.09090805	32	0	-3.600000381	-3.600000381	-1.799999237	32	23	2	0	0	0	0	0	0	0	0	0	0	-2.099999905	86	34	5	96.29000092
Kelowna Airport	49.02999878	-119.4649963	2010	1/23/10	23	17	23.70833397	5:00:24 PM	-1	27.09090805	30.20000076	-1.799999237	-1.800001144	0	0	32	23	2	0	0	0	0	0	0	0	0	0	0	-2.400000095	90		4	96.38999939
Kelowna Airport	49.02999878	-119.4649963	2010	1/23/10	23	18	23.75	6:00:24 PM	-2	27.09090805	28.39999962	-1.800001144	1.800001144	1.800001144	1.800001144	32	23	2	0	0	0	0	0	0	0	0	0	0	-3.099999905	92		0	96.43000031
Kelowna Airport	49.02999878	-119.4649963	2010	1/23/10	23	19	23.79166603	7:00:24 PM	-2	27.09090805	28.39999962	0	1.800001144	1.800001144	1.800001144	32	23	2	0	0	0	0	0	0	0	0	0	0	-2.799999952	94	36	4	96.48999786
Kelowna Airport	49.02999878	-119.4649963	2010	1/23/10	23	20	23.83333397	8:00:24 PM	-1	27.09090805	30.20000076	1.800001144	0	0	-1.800001144	32	23	2	0	0	0	0	0	6	0	0	0	1	-2	93	36	5	96.52999878
Kelowna Airport	49.02999878	-119.4649963	2010	1/23/10	23	21	23.875	9:00:24 PM	-1	27.09090805	30.20000076	0	0	-1.800001144	-5.400001526	32	23	2	0	0	0	0	0	0	0	0	0	0	-2.099999905	92		0	96.58999634
Kelowna Airport	49.02999878	-119.4649963	2010	1/23/10	23	22	23.91666603	10:00:24 PM	-1	27.09090805	30.20000076	0	-1.800001144	-5.400001526	-1.800001144	32	23	2	0	0	0	0	0	0	0	0	0	0	-2.099999905	92	18	5	96.66000366
Kelowna Airport	49.02999878	-119.4649963	2010	1/23/10	23	23	23.95833397	11:00:24 PM	-1	27.09090805	30.20000076	0	-5.400001526	-1.800001144	-1.800001144	32	23	2	0	0	0	0	0	0	0	0	0	0	-2.099999905	92	10	4	96.73999786
Kelowna Airport	49.02999878	-119.4649963	2010	1/24/10	24	0	24	12:00:24 AM	-2		28.39999962	-1.800001144	0	0	0			4	0	0	0	0	0	0	0	0	0	0	-3.299999952	91	7	4	96.79000092
Kelowna Airport	49.02999878	-119.4649963	2010	1/24/10	24	1	24.04166603	1:00:24 AM	-4		24.79999924	-3.600000381	3.600000381	3.600000381	3.600000381			4	0	0	0	0	0	0	0	0	0	0	-4.699999809	95	20	5	96.81999969
Kelowna Airport	49.02999878	-119.4649963	2010	1/24/10	24	2	24.08333397	2:00:24 AM	-2		28.39999962	3.600000381	0	0	0			4	0	0	0	0	0	6	0	0	0	1	-3.099999905	92		0	96.87999725
Kelowna Airport	49.02999878	-119.4649963	2010	1/24/10	24	3	24.125	3:00:24 AM	-2		28.39999962	0	0	0	-1.799999237			4	0	0	0	0	0	6	0	0	0	1	-2.799999952	94		0	96.90000153
Kelowna Airport	49.02999878	-119.4649963	2010	1/24/10	24	4	24.16666603	4:00:24 AM	-2		28.39999962	0	0	-1.799999237	-1.799999237			4	0	0	0	0	0	0	0	0	0	0	-3	93		0	96.90000153
Kelowna Airport	49.02999878	-119.4649963	2010	1/24/10	24	5	24.20833397	5:00:24 AM	-2		28.39999962	0	-1.799999237	-1.799999237	0			4	0	0	0	0	0	0	0	0	0	0	-2.799999952	94		0	96.90000153
Kelowna Airport	49.02999878	-119.4649963	2010	1/24/10	24	6	24.25	6:00:24 AM	-2		28.39999962	0	-1.799999237	0	0			4	0	0	0	0	0	0	0	0	0	0	-2.799999952	94	34	4	96.88999939
Kelowna Airport	49.02999878	-119.4649963	2010	1/24/10	24	7	24.29166603	7:00:24 AM	-3		26.60000038	-1.799999237	1.799999237	1.799999237	5.399999619			4	0	0	0	0	0	0	0	0	0	0	-4	93	5	4	96.91000366
Kelowna Airport	49.02999878	-119.4649963	2010	1/24/10	24	8	24.33333397	8:00:24 AM	-3		26.60000038	0	1.799999237	5.399999619	7.199998856			4	0	0	0	0	0	0	0	0	0	0	-4.099999905	92	8	4	96.93000031
Kelowna Airport	49.02999878	-119.4649963	2010	1/24/10	24	9	24.375	9:00:24 AM	-2		28.39999962	1.799999237	3.600000381	5.399999619	7.199998856			4	0	0	0	0	0	0	0	0	0	0	-3.099999905	92		0	96.91999817
Kelowna Airport	49.02999878	-119.4649963	2010	1/24/10	24	10	24.41666603	10:00:24 AM	-2		28.39999962	0	5.399999619	7.199998856	7.199998856			4	0	0	0	0	0	0	0	0	0	0	-3.099999905	92		4	96.94000244
Kelowna Airport	49.02999878	-119.4649963	2010	1/24/10	24	11	24.45833397	11:00:24 AM	0		32	3.600000381	3.599998474	3.599998474	3.599998474			4	0	0	0	0	0	0	0	0	0	0	-2.200000048	85	15	5	96.90000153
Kelowna Airport	49.02999878	-119.4649963	2010	1/24/10	24	12	24.5	12:00:24 PM	1		33.79999924	1.799999237	1.799999237	1.799999237	0			4	0	0	0	0	0	0	0	0	0	0	-3.299999952	73	18	8	96.81999969
Kelowna Airport	49.02999878	-119.4649963	2010	1/24/10	24	13	24.54166603	1:00:24 PM	2		35.59999847	1.799999237	0	-1.799999237	-5.399997711			4	0	0	0	0	0	0	0	0	0	0	-2.5	72		4	96.73000336
Kelowna Airport	49.02999878	-119.4649963	2010	1/24/10	24	14	24.58333397	2:00:24 PM	2		35.59999847	0	-1.799999237	-5.399997711	-5.399997711			4	0	0	0	0	0	0	0	0	0	0	-2.700000048	71		4	96.65000153
Kelowna Airport	49.02999878	-119.4649963	2010	1/24/10	24	15	24.625	3:00:24 PM	2		35.59999847	0	-5.399997711	-5.399997711	-4.499998093			4	0	0	0	0	0	0	0	0	0	0	-2	75	17	5	96.63999939
Kelowna Airport	49.02999878	-119.4649963	2010	1/24/10	24	16	24.66666603	4:00:24 PM	1		33.79999924	-1.799999237	-3.599998474	-2.699998856	-2.699998856			4	0	0	0	0	0	0	0	0	0	0	-2.599999905	77	19	4	96.59999847
Kelowna Airport	49.02999878	-119.4649963	2010	1/24/10	24	17	24.70833397	5:00:24 PM	-1		30.20000076	-3.599998474	0.899999619	0.899999619	0.899999619			4	0	0	0	0	0	0	0	0	0	0	-3.099999905	86		0	96.51999664
Kelowna Airport	49.02999878	-119.4649963	2010	1/24/10	24	18	24.75	6:00:24 PM	-1		30.20000076	0	0.899999619	0.899999619	0.899999619			4	0	0	0	0	0	0	0	0	0	0	-2.400000095	90	35	5	96.47000122
Kelowna Airport	49.02999878	-119.4649963	2010	1/24/10	24	19	24.79166603	7:00:24 PM	-0.5		31.10000038	0.899999619	0	0	0			4	0	0	0	0	0	6	0	0	0	1	-2.700000048	85	2	5	96.45999908
Kelowna Airport	49.02999878	-119.4649963	2010	1/24/10	24	20	24.83333397	8:00:24 PM	-0.5		31.10000038	0	0	0	-0.899999619			4	0	0	0	0	0	6	0	0	0	1	-2.400000095	87	18	5	96.44000244
Kelowna Airport	49.02999878	-119.4649963	2010	1/24/10	24	21	24.875	9:00:24 PM	-0.5		31.10000038	0	0	-0.899999619	-0.899999619			4	0	0	0	0	0	0	0	0	0	0	-2.200000048	88		0	96.38999939
Kelowna Airport	49.02999878	-119.4649963	2010	1/24/10	24	22	24.91666603	10:00:24 PM	-0.5		31.10000038	0	-0.899999619	-0.899999619	-0.899999619			4	0	0	0	0	0	0	0	0	0	0	-2.200000048	88	14	4	96.37000275
Kelowna Airport	49.02999878	-119.4649963	2010	1/24/10	24	23	24.95833397	11:00:24 PM	-0.5		31.10000038	0	-0.899999619	-0.899999619	-0.899999619			4	0	0	0	0	0	0	0	0	0	0	-2.400000095	87		0	96.36000061
Kelowna Airport	49.02999878	-119.4649963	2010	1/25/10	25	0	25	12:00:24 AM	-1		30.20000076	-0.899999619	0	0	0			6	0	0	0	0	0	6	0	0	0	1	-2	93		4	96.33999634
Kelowna Airport	49.02999878	-119.4649963	2010	1/25/10	25	1	25.04166603	1:00:24 AM	-1		30.20000076	0	0	0	0			6	0	0	0	0	0	6	0	0	0	1	-2	93	2	5	96.30999756
Kelowna Airport	49.02999878	-119.4649963	2010	1/25/10	25	2	25.08333397	2:00:24 AM	-1		30.20000076	0	0	0	0			6	0	0	0	0	0	6	0	0	0	1	-2.099999905	92	2	4	96.29000092
Kelowna Airport	49.02999878	-119.4649963	2010	1/25/10	25	3	25.125	3:00:24 AM	-1		30.20000076	0	0	0	0			6	0	0	0	0	0	6	0	0	0	1	-2.099999905	92	22	5	96.27999878
Kelowna Airport	49.02999878	-119.4649963	2010	1/25/10	25	4	25.16666603	4:00:24 AM	-1		30.20000076	0	0	0	-1.800001144			6	0	0	0	0	0	6	0	0	0	1	-2	93	14	5	96.26999664
Kelowna Airport	49.02999878	-119.4649963	2010	1/25/10	25	5	25.20833397	5:00:24 AM	-1		30.20000076	0	0	-1.800001144	0.899999619			6	0	0	0	0	0	0	0	0	0	0	-2.299999952	91	7	5	96.23999786
Kelowna Airport	49.02999878	-119.4649963	2010	1/25/10	25	6	25.25	6:00:24 AM	-1		30.20000076	0	-1.800001144	0.899999619	3.599998474			6	0	0	0	0	0	0	0	0	0	0	-2.099999905	92	9	4	96.20999908
Kelowna Airport	49.02999878	-119.4649963	2010	1/25/10	25	7	25.29166603	7:00:24 AM	-1		30.20000076	0	0.899999619	3.599998474	5.399997711			6	0	0	0	0	0	0	0	0	0	0	-2	93		0	96.22000122
Kelowna Airport	49.02999878	-119.4649963	2010	1/25/10	25	8	25.33333397	8:00:24 AM	-2		28.39999962	-1.800001144	5.399999619	7.199998856	10.80000114			6	0	0	0	0	0	0	0	0	0	0	-2.799999952	94		4	96.25
Kelowna Airport	49.02999878	-119.4649963	2010	1/25/10	25	9	25.375	9:00:24 AM	-0.5		31.10000038	2.700000763	4.499998093	8.100000381	8.100000381			6	0	0	0	0	0	0	0	0	0	0	-1.899999976	90		4	96.30000305
Kelowna Airport	49.02999878	-119.4649963	2010	1/25/10	25	10	25.41666603	10:00:24 AM	1		33.79999924	2.699998856	5.400001526	5.400001526	5.400001526			6	0	0	0	0	0	0	0	0	0	0	-0.899999976	87	34	9	96.30999756
Kelowna Airport	49.02999878	-119.4649963	2010	1/25/10	25	11	25.45833397	11:00:24 AM	2		35.59999847	1.799999237	3.600002289	3.600002289	3.600002289			6	0	0	0	0	0	0	0	0	0	0	-0.300000012	85	36	5	96.30999756
Kelowna Airport	49.02999878	-119.4649963	2010	1/25/10	25	12	25.5	12:00:24 PM	4		39.20000076	3.600002289	0	0	-1.799999237			6	0	0	0	0	0	6	0	0	0	1	0	75		4	96.29000092
Kelowna Airport	49.02999878	-119.4649963	2010	1/25/10	25	13	25.54166603	1:00:24 PM	4		39.20000076	0	0	-1.799999237	-1.799999237			6	0	0	0	0	0	0	0	0	0	0	-0.200000003	74		0	96.26999664
Kelowna Airport	49.02999878	-119.4649963	2010	1/25/10	25	14	25.58333397	2:00:24 PM	4		39.20000076	0	-1.799999237	-1.799999237	-3.600002289			6	0	0	0	0	0	0	0	0	0	0	-0.400000006	73		0	96.26000214
Kelowna Airport	49.02999878	-119.4649963	2010	1/25/10	25	15	25.625	3:00:24 PM	4		39.20000076	0	-1.799999237	-3.600002289	-5.400001526			6	0	0	0	0	0	0	0	0	0	0	0.5	78	20	8	96.26999664
Kelowna Airport	49.02999878	-119.4649963	2010	1/25/10	25	16	25.66666603	4:00:24 PM	3		37.40000153	-1.799999237	-1.800003052	-3.600002289	-3.600002289			6	0	0	0	0	0	0	0	0	0	0	-0.100000001	80	19	5	96.30999756
Kelowna Airport	49.02999878	-119.4649963	2010	1/25/10	25	17	25.70833397	5:00:24 PM	3		37.40000153	0	-3.600002289	-3.600002289	-5.400001526			6	0	0	0	0	0	0	0	0	0	0	0.400000006	83	14	5	96.33999634
Kelowna Airport	49.02999878	-119.4649963	2010	1/25/10	25	18	25.75	6:00:24 PM	2		35.59999847	-1.800003052	-1.799999237	-3.599998474	-5.399997711			6	0	0	0	0	0	0	0	0	0	0	0.100000001	87		0	96.33999634
Kelowna Airport	49.02999878	-119.4649963	2010	1/25/10	25	19	25.79166603	7:00:24 PM	1		33.79999924	-1.799999237	-1.799999237	-3.599998474	-3.599998474			6	0	0	0	0	0	0	0	0	0	0	-0.5	90	6	5	96.36000061
Kelowna Airport	49.02999878	-119.4649963	2010	1/25/10	25	20	25.83333397	8:00:24 PM	1		33.79999924	0	-3.599998474	-3.599998474	-5.399999619			6	0	0	0	0	0	0	0	0	0	0	-0.5	90	6	5	96.40000153
Kelowna Airport	49.02999878	-119.4649963	2010	1/25/10	25	21	25.875	9:00:24 PM	0		32	-1.799999237	-1.799999237	-3.600000381	-3.600000381			6	0	0	0	0	0	0	0	0	0	0	-1.100000024	92		0	96.41000366
Kelowna Airport	49.02999878	-119.4649963	2010	1/25/10	25	22	25.91666603	10:00:24 PM	-1		30.20000076	-1.799999237	-1.800001144	-1.800001144	0			6	0	0	0	0	0	0	0	0	0	0	-1.700000048	95		0	96.43000031
Kelowna Airport	49.02999878	-119.4649963	2010	1/25/10	25	23	25.95833397	11:00:24 PM	-1		30.20000076	0	-1.800001144	0	0.899999619			6	0	0	0	0	0	0	0	0	0	0	-1.399999976	97		0	96.41999817
Kelowna Airport	49.02999878	-119.4649963	2010	1/26/10	26	0	26	12:00:24 AM	-2	31.02499962	28.39999962	-1.800001144	1.800001144	2.700000763	0	41	24.79999924	0	0	0	0	0	0	0	0	0	0	0	-2.599999905	96	2	4	96.44999695
Kelowna Airport	49.02999878	-119.4649963	2010	1/26/10	26	1	26.04166603	1:00:24 AM	-2	31.02499962	28.39999962	0	2.700000763	0	-1.799999237	41	24.79999924	0	0	0	0	0	0	0	0	0	0	0	-2.700000048	95		0	96.43000031
Kelowna Airport	49.02999878	-119.4649963	2010	1/26/10	26	2	26.08333397	2:00:24 AM	-1	31.02499962	30.20000076	1.800001144	-1.800001144	-3.600000381	-3.600000381	41	24.79999924	0	0	0	0	0	0	0	0	0	0	0	-1.700000048	95	35	8	96.43000031
Kelowna Airport	49.02999878	-119.4649963	2010	1/26/10	26	3	26.125	3:00:24 AM	-0.5	31.02499962	31.10000038	0.899999619	-4.5	-4.5	-6.300001144	41	24.79999924	0	0	0	0	0	0	0	0	0	0	0	-1.200000048	95	2	9	96.47000122
Kelowna Airport	49.02999878	-119.4649963	2010	1/26/10	26	4	26.16666603	4:00:24 AM	-2	31.02499962	28.39999962	-2.700000763	-1.799999237	-3.600000381	0	41	24.79999924	0	0	0	0	0	0	0	0	0	0	0	-2.400000095	97	36	5	96.44000244
Kelowna Airport	49.02999878	-119.4649963	2010	1/26/10	26	5	26.20833397	5:00:24 AM	-3	31.02499962	26.60000038	-1.799999237	-1.800001144	1.799999237	3.600000381	41	24.79999924	0	0	0	0	0	0	0	0	0	0	0	-3.400000095	97	1	9	96.44000244
Kelowna Airport	49.02999878	-119.4649963	2010	1/26/10	26	6	26.25	6:00:24 AM	-3	31.02499962	26.60000038	0	1.799999237	3.600000381	4.5	41	24.79999924	0	0	0	0	0	0	0	0	0	0	0	-3.700000048	95	36	4	96.44999695
Kelowna Airport	49.02999878	-119.4649963	2010	1/26/10	26	7	26.29166603	7:00:24 AM	-4	31.02499962	24.79999924	-1.800001144	5.400001526	6.300001144	9	41	24.79999924	0	0	0	0	0	0	0	0	0	0	0	-4.599999905	96	1	5	96.44999695
Kelowna Airport	49.02999878	-119.4649963	2010	1/26/10	26	8	26.33333397	8:00:24 AM	-2	31.02499962	28.39999962	3.600000381	2.700000763	5.399999619	9.000001907	41	24.79999924	0	0	0	0	0	0	0	0	0	0	0	-2.599999905	96	1	5	96.51000214
Kelowna Airport	49.02999878	-119.4649963	2010	1/26/10	26	9	26.375	9:00:24 AM	-1	31.02499962	30.20000076	1.800001144	3.599998474	7.200000763	9	41	24.79999924	0	0	0	0	0	0	0	0	0	0	0	-1.600000024	96	35	8	96.54000092
Kelowna Airport	49.02999878	-119.4649963	2010	1/26/10	26	10	26.41666603	10:00:24 AM	-0.5	31.02499962	31.10000038	0.899999619	6.300001144	8.100000381	8.100000381	41	24.79999924	0	0	0	0	0	0	0	0	0	0	0	-1.399999976	93	1	9	96.58000183
Kelowna Airport	49.02999878	-119.4649963	2010	1/26/10	26	11	26.45833397	11:00:24 AM	1	31.02499962	33.79999924	2.699998856	5.400001526	5.400001526	7.200000763	41	24.79999924	0	0	0	0	0	0	0	0	0	0	0	-0.899999976	87	36	9	96.58999634
Kelowna Airport	49.02999878	-119.4649963	2010	1/26/10	26	12	26.5	12:00:24 PM	3	31.02499962	37.40000153	3.600002289	1.799999237	3.599998474	1.799999237	41	24.79999924	0	0	0	0	0	0	0	0	0	0	0	-0.100000001	80	36	8	96.51000214
Kelowna Airport	49.02999878	-119.4649963	2010	1/26/10	26	13	26.54166603	1:00:24 PM	4	31.02499962	39.20000076	1.799999237	1.799999237	0	-5.400001526	41	24.79999924	0	0	0	0	0	0	0	0	0	0	0	-0.800000012	71	36	9	96.51000214
Kelowna Airport	49.02999878	-119.4649963	2010	1/26/10	26	14	26.58333397	2:00:24 PM	4	31.02499962	39.20000076	0	0	-5.400001526	-9	41	24.79999924	0	0	0	0	0	0	0	0	0	0	0	-1.200000048	69	34	5	96.52999878
Kelowna Airport	49.02999878	-119.4649963	2010	1/26/10	26	15	26.625	3:00:24 PM	5	31.02499962	41	1.799999237	-7.200000763	-10.79999924	-10.79999924	41	24.79999924	0	0	0	0	0	0	0	0	0	0	0	-0.400000006	68		4	96.55000305
Kelowna Airport	49.02999878	-119.4649963	2010	1/26/10	26	16	26.66666603	4:00:24 PM	4	31.02499962	39.20000076	-1.799999237	-9	-9	-12.60000038	41	24.79999924	0	0	0	0	0	0	0	0	0	0	0	-0.200000003	74	36	4	96.58000183
Kelowna Airport	49.02999878	-119.4649963	2010	1/26/10	26	17	26.70833397	5:00:24 PM	1	31.02499962	33.79999924	-5.400001526	-3.599998474	-7.199998856	-5.399999619	41	24.79999924	0	0	0	0	0	0	0	0	0	0	0	-1.200000048	85	1	5	96.62000275
Kelowna Airport	49.02999878	-119.4649963	2010	1/26/10	26	18	26.75	6:00:24 PM	-1	31.02499962	30.20000076	-3.599998474	-3.600000381	-1.800001144	-5.400001526	41	24.79999924	0	0	0	0	0	0	0	0	0	0	0	-2.599999905	89	4	5	96.63999939
Kelowna Airport	49.02999878	-119.4649963	2010	1/26/10	26	19	26.79166603	7:00:24 PM	-1	31.02499962	30.20000076	0	-1.800001144	-5.400001526	-3.600000381	41	24.79999924	0	0	0	0	0	0	0	0	0	0	0	-2.400000095	90	2	5	96.68000031
